0	5.0	4.0
1	5.0	4.0
2	5.0	4.0
3	5.0	4.0
4	5.0	4.0
5	5.0	4.0
6	5.0	4.0
7	5.0	4.0
8	5.0	4.0
9	5.0	4.0
10	5.0	4.0
11	5.0	4.0
12	5.0	4.0
13	5.0	4.0
14	5.0	4.0
15	5.0	4.0
16	5.0	4.0
17	5.0	4.0
18	5.0	4.0
19	5.0	4.0
20	5.0	4.0
21	5.0	4.0
22	5.0	4.0
23	5.0	4.0
24	5.0	4.0
25	5.0	4.0
26	5.0	4.0
27	5.0	4.0
28	5.0	4.0
29	5.0	4.0
30	5.0	4.0
31	5.0	4.0
32	5.0	4.0
33	5.0	4.0
34	5.0	4.0
35	5.0	4.0
36	5.0	4.0
37	5.0	4.0
38	5.0	4.0
39	5.0	4.0
40	5.0	4.0
41	5.0	4.0
42	5.0	4.0
43	5.0	4.0
44	5.0	4.0
45	5.0	4.0
46	5.0	4.0
47	5.0	4.0
48	5.0	4.0
49	6.0	4.0
50	6.0	4.0
51	6.0	4.0
52	6.0	4.0
53	6.0	4.0
54	6.0	4.0
55	6.0	4.0
56	6.0	4.0
57	6.0	4.0
58	6.0	4.0
59	6.0	4.0
60	6.0	4.0
61	6.0	4.0
62	6.0	4.0
63	6.0	4.0
64	6.0	4.0
65	6.0	4.0
66	6.0	4.0
67	6.0	4.0
68	5.0	4.0
69	5.0	4.0
70	5.0	4.0
71	5.0	4.0
72	5.0	4.0
73	5.0	4.0
74	5.0	4.0
75	5.0	4.0
76	5.0	4.0
77	5.0	4.0
78	5.0	4.0
79	5.0	4.0
80	5.0	4.0
81	5.0	4.0
82	5.0	4.0
83	5.0	4.0
84	5.0	4.0
85	5.0	4.0
86	5.0	4.0
87	5.0	4.0
88	5.0	4.0
89	5.0	4.0
90	5.0	4.0
91	5.0	4.0
92	5.0	4.0
93	5.0	4.0
94	5.0	4.0
95	5.0	4.0
96	5.0	4.0
97	5.0	4.0
98	5.0	4.0
99	5.0	4.0
100	5.0	4.0
101	5.0	4.0
102	5.0	4.0
103	5.0	4.0
104	5.0	4.0
105	5.0	4.0
106	5.0	4.0
107	5.0	4.0
108	5.0	4.0
109	5.0	4.0
110	5.0	4.0
111	5.0	4.0
112	5.0	4.0
113	5.0	4.0
114	5.0	4.0
115	5.0	4.0
116	5.0	4.0
117	5.0	4.0
118	5.0	4.0
119	5.0	4.0
120	5.0	4.0
121	5.0	4.0
122	5.0	4.0
123	5.0	4.0
124	5.0	4.0
125	5.0	4.0
126	5.0	4.0
127	5.0	4.0
128	5.0	4.0
129	5.0	4.0
130	5.0	4.0
131	5.0	4.0
132	5.0	4.0
133	5.0	4.0
134	5.0	4.0
135	5.0	4.0
136	5.0	4.0
137	5.0	4.0
138	5.0	4.0
139	5.0	4.0
140	5.0	4.0
141	5.0	4.0
142	5.0	4.0
143	5.0	4.0
144	5.0	4.0
145	5.0	4.0
146	5.0	4.0
147	5.0	4.0
148	5.0	4.0
149	5.0	4.0
150	5.0	4.0
151	6.0	4.0
152	6.0	4.0
153	6.0	4.0
154	6.0	4.0
155	6.0	4.0
156	6.0	4.0
157	6.0	4.0
158	6.0	4.0
159	6.0	4.0
160	6.0	4.0
161	6.0	4.0
162	6.0	4.0
163	6.0	4.0
164	6.0	4.0
165	6.0	4.0
166	6.0	4.0
167	6.0	4.0
168	6.0	4.0
169	6.0	4.0
170	6.0	4.0
171	6.0	4.0
172	6.0	4.0
173	6.0	4.0
174	6.0	4.0
175	6.0	4.0
176	6.0	4.0
177	6.0	4.0
178	6.0	4.0
179	6.0	5.0
180	6.0	5.0
181	6.0	5.0
182	6.0	5.0
183	6.0	5.0
184	6.0	5.0
185	6.0	5.0
186	6.0	5.0
187	6.0	5.0
188	6.0	5.0
189	6.0	5.0
190	6.0	5.0
191	6.0	5.0
192	6.0	5.0
193	6.0	5.0
194	6.0	5.0
195	6.0	5.0
196	6.0	5.0
197	6.0	5.0
198	6.0	5.0
199	6.0	5.0
200	6.0	5.0
201	6.0	5.0
202	6.0	5.0
203	6.0	5.0
204	6.0	5.0
205	6.0	5.0
206	6.0	5.0
207	6.0	5.0
208	6.0	5.0
209	6.0	5.0
210	6.0	5.0
211	6.0	5.0
212	6.0	5.0
213	6.0	5.0
214	6.0	5.0
215	6.0	5.0
216	6.0	5.0
217	6.0	5.0
